,Sex,Length (mm),Diameter (mm),Height (mm,Whole weight (g),Shucked weight (g),Viscera weight (g),Shell weight (g),Rings
2042,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
2043,F,0.625,0.525,0.195,1.3519999999999999,0.4505,0.2445,0.53,13
2044,I,0.51,0.4,0.145,0.5775,0.231,0.14300000000000002,0.177,9
2045,M,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
2046,F,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,10
2047,I,0.405,0.29,0.09,0.2825,0.11199999999999999,0.075,0.0815,7
2048,I,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,8
2049,F,0.67,0.545,0.175,1.7069999999999999,0.6995,0.387,0.575,13
2050,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2051,F,0.66,0.53,0.17,1.431,0.622,0.309,0.39799999999999996,10
2052,M,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9
2053,I,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,5
2054,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
2055,F,0.625,0.49,0.165,1.127,0.47700000000000004,0.2365,0.3185,9
2056,I,0.5,0.38,0.135,0.594,0.2945,0.10400000000000001,0.1565,9
2057,F,0.72,0.565,0.18,1.719,0.8465,0.40700000000000003,0.3875,11
2058,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
2059,I,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.16899999999999998,9
2060,M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
2061,M,0.72,0.585,0.22,1.9140000000000001,0.9155,0.44799999999999995,0.479,11
2062,I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9
2063,I,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,8
2064,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
2065,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
2066,I,0.57,0.43,0.145,0.833,0.354,0.14400000000000002,0.2815,10
2067,M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
2068,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
2069,M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
2070,M,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,8
2071,M,0.4,0.305,0.085,0.297,0.10800000000000001,0.0705,0.1,10
2072,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
2073,F,0.54,0.385,0.14,0.7655,0.3265,0.11599999999999999,0.2365,10
2074,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
2075,F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15
2076,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
2077,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
2078,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7
2079,M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
2080,F,0.455,0.365,0.115,0.4305,0.184,0.10800000000000001,0.1245,8
2081,F,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
2082,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
2083,I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5
2084,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
2085,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
2086,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
2087,I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
2088,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
2089,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
2090,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
2091,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
2092,I,0.36,0.27,0.09,0.21899999999999997,0.09699999999999999,0.0405,0.065,6
2093,F,0.61,0.48,0.16,1.234,0.598,0.23800000000000002,0.315,12
2094,I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12
2095,I,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6
2096,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
2097,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
2098,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
2099,I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
2100,I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7
2101,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
2102,I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.013999999999999999,3
2103,I,0.185,0.13,0.045,0.028999999999999998,0.012,0.0075,0.0095,4
2104,F,0.635,0.5,0.175,1.4769999999999999,0.684,0.3005,0.39,12
2105,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
2106,F,0.8,0.63,0.195,2.526,0.9329999999999999,0.59,0.62,23
2107,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
2108,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
2109,M,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405,8
2110,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4
2111,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
2112,M,0.595,0.435,0.16,1.057,0.4255,0.22399999999999998,0.31,9
2113,M,0.485,0.4,0.135,0.6629999999999999,0.313,0.13699999999999998,0.2,10
2114,I,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
2115,M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
2116,I,0.43,0.325,0.105,0.309,0.11900000000000001,0.08,0.098,6
2117,M,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10
2118,M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
2119,M,0.575,0.475,0.145,0.857,0.3665,0.17300000000000001,0.26899999999999996,9
2120,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8
2121,I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7
2122,I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7
2123,M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
2124,F,0.53,0.42,0.17,0.828,0.41,0.20800000000000002,0.1505,6
2125,I,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,6
2126,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9
2127,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
2128,I,0.39,0.31,0.085,0.344,0.18100000000000002,0.0695,0.079,7
2129,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
2130,F,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
2131,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
2132,M,0.625,0.495,0.155,1.0485,0.48700000000000004,0.212,0.3215,11
2133,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7
2134,M,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
2135,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
2136,F,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,16
2137,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
2138,I,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9
2139,I,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7
2140,M,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,9
2141,F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
2142,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
2143,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
2144,M,0.575,0.435,0.135,0.992,0.43200000000000005,0.2225,0.239,10
2145,I,0.225,0.17,0.07,0.0565,0.024,0.013000000000000001,0.016,4
2146,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
2147,I,0.385,0.3,0.09,0.308,0.1525,0.055999999999999994,0.0835,8
2148,I,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765,5
2149,M,0.665,0.505,0.16,1.2890000000000001,0.6145,0.253,0.3665,11
2150,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
2151,F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
2152,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
2153,F,0.45,0.345,0.115,0.496,0.1905,0.11699999999999999,0.14,12
2154,I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
2155,M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11
2156,M,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505,7
2157,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
2158,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11
2159,I,0.495,0.33,0.1,0.44,0.177,0.095,0.15,7
2160,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10
2161,I,0.51,0.395,0.105,0.5525,0.23399999999999999,0.127,0.165,8
2162,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
2163,I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
2164,I,0.485,0.375,0.13,0.5535,0.266,0.11199999999999999,0.157,8
2165,M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.20600000000000002,8
2166,F,0.62,0.5,0.175,1.146,0.47700000000000004,0.23,0.39,13
2167,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
2168,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
2169,M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7
2170,M,0.71,0.56,0.22,2.015,0.9215,0.45399999999999996,0.5660000000000001,11
2171,F,0.695,0.535,0.2,1.5855,0.667,0.33399999999999996,0.47100000000000003,11
2172,I,0.44,0.32,0.095,0.3275,0.1495,0.059000000000000004,0.1,8
2173,M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
2174,F,0.51,0.4,0.13,0.5735,0.21899999999999997,0.1365,0.195,13
2175,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11
2176,I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14
2177,I,0.435,0.335,0.11,0.33399999999999996,0.1355,0.0775,0.0965,7
2178,M,0.65,0.515,0.125,1.1805,0.5235,0.28300000000000003,0.3275,9
2179,M,0.385,0.255,0.1,0.3175,0.13699999999999998,0.068,0.092,8
2180,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
2181,F,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10
2182,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11
2183,I,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,8
2184,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
2185,I,0.38,0.29,0.1,0.237,0.10800000000000001,0.0395,0.08199999999999999,6
2186,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
2187,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
2188,F,0.595,0.47,0.25,1.2830000000000001,0.462,0.2475,0.445,14
2189,M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11
2190,I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6
2191,I,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205,13
2192,F,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785,8
2193,F,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,10
2194,I,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03,6
2195,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
2196,F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13
2197,M,0.6,0.475,0.19,1.0875,0.40299999999999997,0.2655,0.325,14
2198,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
2199,M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
2200,I,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,13
2201,I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
2202,I,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,8
2203,F,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,9
2204,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
2205,I,0.535,0.45,0.155,0.8075,0.3655,0.14800000000000002,0.2595,10
2206,F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12
2207,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11
2208,F,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
2209,F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
2210,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
2211,F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
2212,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9
2213,M,0.63,0.485,0.165,1.2329999999999999,0.6565,0.2315,0.3035,10
2214,M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10
2215,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6
2216,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
2217,F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
2218,I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
2219,I,0.485,0.385,0.13,0.568,0.2505,0.17800000000000002,0.154,7
2220,M,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.275,9
2221,I,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13
2222,M,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6
2223,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
2224,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8
2225,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
2226,I,0.56,0.455,0.145,0.9740000000000001,0.547,0.1615,0.235,9
2227,M,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10
2228,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
2229,I,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5
2230,I,0.465,0.375,0.12,0.47100000000000003,0.222,0.11900000000000001,0.14,9
2231,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002,8
2232,M,0.485,0.39,0.085,0.6435,0.2945,0.10300000000000001,0.198,8
2233,I,0.47,0.375,0.125,0.5225,0.2265,0.10400000000000001,0.162,8
2234,F,0.585,0.445,0.14,0.9129999999999999,0.4305,0.2205,0.253,10
2235,M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
2236,F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
2237,I,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6
2238,M,0.375,0.3,0.1,0.2465,0.10400000000000001,0.0475,0.083,11
2239,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9
2240,F,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
2241,F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8
2242,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
2243,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
2244,I,0.495,0.38,0.13,0.5125,0.2185,0.11599999999999999,0.16,7
2245,I,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10
2246,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
2247,I,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7
2248,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
2249,M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
2250,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
2251,I,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000003,11
2252,I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9
2253,M,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6
2254,M,0.425,0.305,0.11,0.359,0.17300000000000001,0.0875,0.0975,9
2255,M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7
2256,I,0.315,0.235,0.055,0.151,0.065,0.027000000000000003,0.039,6
2257,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.38799999999999996,10
2258,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
2259,F,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
2260,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
2261,M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
2262,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6
2263,F,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,10
2264,I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10
2265,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
2266,F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12
2267,M,0.585,0.455,0.125,1.0270000000000001,0.391,0.212,0.25,17
2268,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
2269,M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
2270,I,0.425,0.325,0.1,0.39799999999999996,0.1185,0.0645,0.0945,6
2271,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
2272,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
2273,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
2274,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
2275,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
2276,I,0.45,0.335,0.105,0.447,0.2335,0.153,0.11900000000000001,7
2277,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
2278,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.057999999999999996,6
2279,M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11
2280,I,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185,8
2281,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
2282,M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13
2283,M,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9
2284,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.11699999999999999,7
2285,F,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,9
2286,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8
2287,M,0.61,0.48,0.15,1.1495,0.564,0.27399999999999997,0.264,8
2288,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
2289,I,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7
2290,I,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6
2291,M,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10
2292,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
2293,F,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225,9
2294,F,0.455,0.37,0.105,0.4925,0.21600000000000003,0.1245,0.135,9
2295,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
2296,F,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
2297,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
2298,M,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8
2299,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.20600000000000002,8
2300,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7
2301,I,0.3,0.22,0.065,0.1235,0.059000000000000004,0.026000000000000002,0.0315,5
2302,M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
2303,M,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006,10
2304,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
2305,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
2306,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
2307,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
2308,I,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,6
2309,I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7
2310,I,0.3,0.22,0.065,0.1195,0.052000000000000005,0.0155,0.035,5
2311,F,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11
2312,M,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,11
2313,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
2314,F,0.725,0.565,0.21,2.1425,1.03,0.48700000000000004,0.503,14
2315,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8
2316,M,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
2317,F,0.51,0.38,0.13,0.584,0.22399999999999998,0.1355,0.185,13
2318,I,0.44,0.33,0.11,0.38,0.19699999999999998,0.079,0.09,7
2319,F,0.63,0.5,0.155,1.005,0.36700000000000005,0.19899999999999998,0.36,16
2320,I,0.51,0.405,0.12,0.61,0.22899999999999998,0.131,0.235,11
2321,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052000000000000005,7
2322,F,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29,8
2323,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
2324,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6
2325,I,0.485,0.365,0.105,0.5205,0.195,0.12300000000000001,0.182,8
2326,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
2327,I,0.55,0.425,0.15,0.639,0.26899999999999996,0.1345,0.217,9
2328,F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
2329,I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
2330,F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8
2331,M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
2332,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.27399999999999997,9
2333,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
2334,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11
2335,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
2336,M,0.43,0.33,0.095,0.34,0.1315,0.085,0.11199999999999999,14
2337,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
2338,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
2339,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
2340,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
2341,M,0.46,0.34,0.135,0.495,0.1655,0.11699999999999999,0.185,10
2342,I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
2343,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
2344,M,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10
2345,M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
2346,I,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015,5
2347,M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13
2348,F,0.52,0.375,0.135,0.5375,0.221,0.11699999999999999,0.17,8
2349,F,0.58,0.425,0.15,0.8440000000000001,0.3645,0.185,0.2705,9
2350,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
2351,I,0.57,0.45,0.145,0.7509999999999999,0.2825,0.2195,0.2215,10
2352,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5
2353,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
2354,M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
2355,I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7
2356,F,0.635,0.52,0.165,1.3405,0.5065,0.29600000000000004,0.41200000000000003,11
2357,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.10300000000000001,6
2358,I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
2359,M,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9
2360,F,0.49,0.38,0.13,0.539,0.22899999999999998,0.1355,0.165,12
2361,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
2362,F,0.64,0.49,0.18,1.36,0.653,0.34700000000000003,0.305,9
2363,M,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195,13
2364,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
2365,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
2366,I,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8
2367,M,0.52,0.425,0.155,0.7735,0.297,0.12300000000000001,0.255,17
2368,I,0.495,0.375,0.115,0.507,0.24100000000000002,0.10300000000000001,0.15,8
2369,M,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9
2370,M,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309,10
2371,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
2372,F,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14
2373,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
2374,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
2375,M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9
2376,M,0.65,0.51,0.155,1.4069999999999998,0.7215,0.298,0.335,9
2377,I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9
2378,M,0.555,0.435,0.145,0.9205,0.40399999999999997,0.2275,0.255,8
2379,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
2380,I,0.475,0.375,0.115,0.5205,0.233,0.11900000000000001,0.1455,7
2381,F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.46799999999999997,11
2382,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
2383,I,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,10
2384,M,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
2385,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
2386,I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12
2387,I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9
2388,M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
2389,F,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9
2390,F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10
2391,I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
2392,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.08800000000000001,6
2393,I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7
2394,F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
2395,I,0.475,0.365,0.115,0.499,0.23199999999999998,0.0885,0.156,10
2396,I,0.355,0.27,0.1,0.21600000000000003,0.083,0.037000000000000005,0.075,10
2397,I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
2398,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006,6
2399,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
2400,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
